quality_score,best_similarity,margin,true_identity,negative_identity,label
27.075550079345703,0.16077985,0.0017843843,Salma_Hayek,Silvio_Berlusconi,0
15.175558090209961,0.21653444,0.04823163,Salma_Hayek,Halle_Berry,0
20.051986694335938,0.18997052,0.027549654,Salma_Hayek,Recep_Tayyip_Erdogan,0
16.64642906188965,0.2984612,0.0047079325,Salma_Hayek,Jennifer_Lopez,0
19.913543701171875,0.18435887,0.03103064,Salma_Hayek,Halle_Berry,0
15.088590621948242,0.2513224,0.011978179,Salma_Hayek,Nestor_Kirchner,0
19.53980255126953,0.17965002,0.017278299,Salma_Hayek,Catherine_Zeta-Jones,0
30.68170166015625,0.31322676,0.04432708,Salma_Hayek,Jennifer_Lopez,0
21.923715591430664,0.28296426,0.0030573905,Salma_Hayek,Catherine_Zeta-Jones,0
14.86233139038086,0.17170721,0.0014106333,Salma_Hayek,Halle_Berry,0
27.620189666748047,0.158813,0.0076179504,Salma_Hayek,Gloria_Macapagal_Arroyo,0
18.302284240722656,0.19116166,0.005990356,Salma_Hayek,Tom_Daschle,0
33.891448974609375,0.2720467,0.08956805,Queen_Elizabeth_II,Ariel_Sharon,0
18.02718734741211,0.20669883,0.0062393546,Queen_Elizabeth_II,Ariel_Sharon,0
38.143150329589844,0.25449607,0.029115677,Queen_Elizabeth_II,John_Ashcroft,0
16.729001998901367,0.24968328,0.06842187,Queen_Elizabeth_II,Ariel_Sharon,0
26.100629806518555,0.18738022,0.010774404,Queen_Elizabeth_II,John_Ashcroft,0
29.422237396240234,0.23631483,0.007023141,Queen_Elizabeth_II,Kim_Clijsters,0
28.763671875,0.2283661,0.0018352717,Queen_Elizabeth_II,John_Ashcroft,0
17.529878616333008,0.18502952,8.150935e-06,Queen_Elizabeth_II,John_Ashcroft,0
27.594482421875,0.26462215,0.09035653,Queen_Elizabeth_II,Ariel_Sharon,0
13.637426376342773,0.16974187,0.0024030209,Queen_Elizabeth_II,Pierce_Brosnan,0
42.541175842285156,0.27314544,0.09187454,Queen_Elizabeth_II,Ariel_Sharon,0
23.248443603515625,0.20073257,0.0045992583,Queen_Elizabeth_II,Venus_Williams,0
21.490367889404297,0.28637588,0.042686433,Jacques_Rogge,Gerhard_Schroeder,0
20.340843200683594,0.27733484,0.012133151,Jacques_Rogge,Gerhard_Schroeder,0
14.84856128692627,0.28073433,0.034550413,Jacques_Rogge,Gerhard_Schroeder,0
21.71518325805664,0.27274135,0.021907121,Jacques_Rogge,Gerhard_Schroeder,0
23.055866241455078,0.30621603,0.023319274,Jacques_Rogge,Jacques_Chirac,0
21.922481536865234,0.2638818,0.016854241,Jacques_Rogge,Gerhard_Schroeder,0
37.08992004394531,0.30223387,0.010847509,Jacques_Rogge,Jacques_Chirac,0
37.12599182128906,0.29331508,0.034905016,Jacques_Rogge,Gerhard_Schroeder,0
16.366384506225586,0.25873727,0.0006916523,Andy_Roddick,David_Beckham,0
16.39078140258789,0.2737342,0.06858337,Andy_Roddick,Jennifer_Capriati,0
14.028985977172852,0.2647586,0.057094947,Andy_Roddick,Jennifer_Capriati,0
23.092077255249023,0.24828468,0.00048808753,Andy_Roddick,Abdullah_Gul,0
17.341917037963867,0.29300016,0.035604954,Andy_Roddick,Mike_Weir,0
14.896953582763672,0.28074086,0.06611523,Andy_Roddick,Jennifer_Capriati,0
18.898895263671875,0.27131033,0.022953525,Andy_Roddick,Jennifer_Capriati,0
15.302001953125,0.26289982,0.0035791993,Andy_Roddick,Jennifer_Capriati,0
14.075935363769531,0.24818254,0.00013786554,Andy_Roddick,Mike_Weir,0
24.924402236938477,0.28887284,0.009504795,Andy_Roddick,Mike_Weir,0
15.562572479248047,0.29954758,0.075419426,Andy_Roddick,Jennifer_Capriati,0
17.581554412841797,0.23345572,0.0028733313,Andy_Roddick,Rubens_Barrichello,0
32.42283248901367,0.22602625,0.028008416,John_Paul_II,Joe_Lieberman,0
40.871917724609375,0.21283716,0.00047194958,John_Paul_II,George_HW_Bush,0
32.66034698486328,0.27643552,0.06520058,John_Paul_II,Donald_Rumsfeld,0
23.738391876220703,0.23680338,0.016261399,John_Paul_II,Donald_Rumsfeld,0
15.288080215454102,0.22836365,0.03268142,John_Paul_II,Joe_Lieberman,0
20.940994262695312,0.2701375,0.066464886,John_Paul_II,Donald_Rumsfeld,0
20.044126510620117,0.20611948,0.0013770759,John_Paul_II,George_HW_Bush,0
16.72872543334961,0.26920083,0.032552153,John_Paul_II,Donald_Rumsfeld,0
15.235250473022461,0.21437082,0.003330484,John_Paul_II,George_HW_Bush,0
22.2545223236084,0.22665095,0.0052886605,John_Paul_II,Joe_Lieberman,0
23.53446388244629,0.28742206,0.05600655,John_Paul_II,Donald_Rumsfeld,0
18.089820861816406,0.2139309,0.0023756027,John_Paul_II,Carlos_Menem,0
15.020994186401367,0.18935853,0.00026395917,Tom_Hanks,Alvaro_Uribe,0
15.526503562927246,0.28753924,0.018018961,Tom_Hanks,Vladimir_Putin,0
16.789695739746094,0.21975735,0.01931034,Tom_Hanks,Arnold_Schwarzenegger,0
16.08522605895996,0.32594514,0.03079784,Tom_Hanks,Vladimir_Putin,0
15.7880859375,0.26725894,0.052519843,Tom_Hanks,Arnold_Schwarzenegger,0
13.392416000366211,0.3031755,0.029669791,Tom_Hanks,Vladimir_Putin,0
20.440776824951172,0.3353748,0.0068469346,Tom_Hanks,Gerhard_Schroeder,0
23.15891456604004,0.24826898,0.046556786,Tom_Hanks,Arnold_Schwarzenegger,0
27.735767364501953,0.23169288,0.023442507,Dick_Cheney,Gonzalo_Sanchez_de_Lozada,0
23.564735412597656,0.23406923,0.02868712,Dick_Cheney,Edmund_Stoiber,0
16.599252700805664,0.23725685,0.009574249,Dick_Cheney,Bill_Gates,0
15.875838279724121,0.24429424,0.043116927,Dick_Cheney,Edmund_Stoiber,0
21.842491149902344,0.20399556,0.0032341033,Dick_Cheney,John_Howard,0
23.69183349609375,0.2820183,0.056752607,Dick_Cheney,John_Howard,0
25.347326278686523,0.2946276,0.043700933,Dick_Cheney,John_Howard,0
19.619977951049805,0.27331463,0.058110148,Dick_Cheney,Edmund_Stoiber,0
32.097084045410156,0.27769956,0.06119579,Dick_Cheney,John_Howard,0
14.084823608398438,0.23263998,0.006422147,Dick_Cheney,Edmund_Stoiber,0
16.31633758544922,0.30495858,0.067833394,Dick_Cheney,John_Howard,0
31.984142303466797,0.2562607,0.0044056773,Dick_Cheney,Michael_Bloomberg,0
14.882913589477539,0.20669602,0.011126965,Fidel_Castro,Ariel_Sharon,0
24.935161590576172,0.2755919,0.0030635,Fidel_Castro,Eduardo_Duhalde,0
15.511835098266602,0.22140685,0.03773649,Fidel_Castro,Tom_Cruise,0
16.081199645996094,0.21713433,0.03279294,Fidel_Castro,Tom_Cruise,0
24.038379669189453,0.28375283,0.0041992962,Fidel_Castro,Jean_Chretien,0
14.891434669494629,0.20877828,0.00094923377,Fidel_Castro,Vladimir_Putin,0
15.545196533203125,0.2623374,0.034642696,Fidel_Castro,Eduardo_Duhalde,0
19.02548599243164,0.2369109,0.064996704,Fidel_Castro,Tom_Cruise,0
15.863463401794434,0.23875326,0.0011992902,Fidel_Castro,Jose_Maria_Aznar,0
14.409347534179688,0.18846802,0.013053089,Fidel_Castro,Vladimir_Putin,0
20.40985870361328,0.2441369,0.0016345829,Fidel_Castro,Nestor_Kirchner,0
17.951332092285156,0.27662468,0.02200669,Fidel_Castro,Michael_Bloomberg,0
14.821834564208984,0.21214506,0.025280237,Fidel_Castro,Ariel_Sharon,0
17.397815704345703,0.2615491,0.012348145,Fidel_Castro,Eduardo_Duhalde,0
14.27795696258545,0.21354087,0.017547414,Fidel_Castro,Ariel_Sharon,0
19.270030975341797,0.23971091,0.0037610382,Fidel_Castro,Mohammad_Khatami,0
15.532124519348145,0.2656654,0.029007047,Bill_McBride,Gerhard_Schroeder,0
12.476462364196777,0.27566868,0.06740978,Bill_McBride,Tom_Ridge,0
15.244903564453125,0.25255913,0.033040196,Bill_McBride,Tom_Ridge,0
14.757026672363281,0.2785624,0.001252681,Bill_McBride,John_Kerry,0
20.841716766357422,0.31282213,0.031349838,Bill_McBride,Richard_Myers,0
26.237003326416016,0.28171897,0.010263175,Bill_McBride,John_Kerry,0
18.217823028564453,0.28495485,0.002799362,Bill_McBride,Tom_Ridge,0
23.003955841064453,0.25322753,0.019676507,Bill_McBride,Gerhard_Schroeder,0
14.756074905395508,0.30805415,0.104356945,Tom_Daschle,Richard_Myers,0
25.613487243652344,0.2818169,0.07579407,Tom_Daschle,Richard_Myers,0
26.549198150634766,0.24111027,0.029138103,Tom_Daschle,Arnold_Schwarzenegger,0
25.713361740112305,0.25100258,0.05531645,Tom_Daschle,Donald_Rumsfeld,0
16.646259307861328,0.24541207,0.01375705,Tom_Daschle,Richard_Myers,0
14.455081939697266,0.21072325,0.000872761,Tom_Daschle,Richard_Myers,0
19.383289337158203,0.25748998,0.04072362,Tom_Daschle,Richard_Myers,0
24.91309928894043,0.24361262,0.003545612,Tom_Daschle,Gerhard_Schroeder,0
36.68931198120117,0.26951706,0.04781644,Tom_Daschle,Richard_Myers,0
18.580650329589844,0.2870236,0.088297874,Tom_Daschle,Richard_Myers,0
32.016014099121094,0.27237552,0.031045347,Tom_Daschle,Donald_Rumsfeld,0
18.917123794555664,0.24524006,0.011768371,Tom_Daschle,Richard_Myers,0
16.26137924194336,0.2773535,0.0041818917,Tom_Daschle,Richard_Myers,0
21.061893463134766,0.25419152,0.007149875,Tom_Daschle,Gerhard_Schroeder,0
34.15522766113281,0.26442567,0.061235964,Tom_Daschle,Arnold_Schwarzenegger,0
17.420833587646484,0.24779832,0.047119975,Tom_Daschle,Richard_Myers,0
18.350383758544922,0.26592305,0.0688248,Tom_Daschle,Arnold_Schwarzenegger,0
13.697604179382324,0.26866055,0.030101925,Tom_Daschle,Richard_Myers,0
19.010713577270508,0.23535302,0.021305412,Tom_Daschle,Gerhard_Schroeder,0
20.63132095336914,0.24953479,0.010413259,Tom_Daschle,Donald_Rumsfeld,0
17.779850006103516,0.22872591,0.012495875,Alvaro_Uribe,Wen_Jiabao,0
17.321535110473633,0.26653975,0.0049932897,Alvaro_Uribe,Gerhard_Schroeder,0
16.280031204223633,0.22164622,0.018525213,Alvaro_Uribe,Harrison_Ford,0
13.81557846069336,0.25422895,0.018093973,Alvaro_Uribe,Gerhard_Schroeder,0
25.24552345275879,0.2588842,0.045261145,Alvaro_Uribe,Paul_Bremer,0
13.813177108764648,0.25021964,0.044247285,Alvaro_Uribe,David_Beckham,0
19.741355895996094,0.22400242,0.0149843395,Alvaro_Uribe,Mohammed_Al-Douri,0
20.051204681396484,0.2381535,0.02138792,Alvaro_Uribe,Wen_Jiabao,0
15.58653450012207,0.23950765,0.017888516,Alvaro_Uribe,Andy_Roddick,0
21.05070686340332,0.22740366,0.012768909,Alvaro_Uribe,Harrison_Ford,0
17.439830780029297,0.23307057,0.018592179,Alvaro_Uribe,Mohammed_Al-Douri,0
15.440770149230957,0.21376827,0.0046185553,Alvaro_Uribe,Sergey_Lavrov,0
15.106551170349121,0.25271034,0.012475118,Alvaro_Uribe,Gerhard_Schroeder,0
20.793651580810547,0.2589131,0.055659205,Alvaro_Uribe,Paul_Bremer,0
17.58304214477539,0.25657135,0.028009146,Alvaro_Uribe,Mahathir_Mohamad,0
15.519021034240723,0.25431514,0.037268624,Alvaro_Uribe,Mahathir_Mohamad,0
18.716230392456055,0.25460747,0.017910928,Alvaro_Uribe,Mohammed_Al-Douri,0
18.894210815429688,0.22549154,0.005718127,Alvaro_Uribe,Harrison_Ford,0
16.303443908691406,0.2559073,0.029464647,Alvaro_Uribe,Mahathir_Mohamad,0
17.296852111816406,0.268698,0.05744864,Alvaro_Uribe,Richard_Gere,0
15.8842191696167,0.23855594,0.024853915,Alvaro_Uribe,Mahathir_Mohamad,0
13.235271453857422,0.20993955,0.007754743,Alvaro_Uribe,Paul_Bremer,0
14.729313850402832,0.24696726,0.009185523,Alvaro_Uribe,Mahathir_Mohamad,0
26.94591522216797,0.25305995,0.027510092,Alvaro_Uribe,Richard_Gere,0
21.028629302978516,0.23290533,0.025716037,Alvaro_Uribe,Paul_Bremer,0
20.927873611450195,0.25297266,0.028890267,Alvaro_Uribe,Mahathir_Mohamad,0
13.434886932373047,0.2686009,0.049238384,Alvaro_Uribe,Richard_Gere,0
22.258190155029297,0.22203636,0.003269419,Alvaro_Uribe,Michael_Bloomberg,0
18.31377410888672,0.2683587,0.06757845,Mark_Philippoussis,Mike_Weir,0
20.077863693237305,0.24843082,0.021403491,Mark_Philippoussis,Mike_Weir,0
15.679853439331055,0.22575593,0.024264842,Mark_Philippoussis,Mike_Weir,0
14.811095237731934,0.334124,0.14486092,Mark_Philippoussis,Mike_Weir,0
17.406856536865234,0.24996921,0.041511506,Mark_Philippoussis,Mike_Weir,0
15.376953125,0.21915121,0.023496494,Mark_Philippoussis,Mike_Weir,0
15.954324722290039,0.22279109,0.030912012,Mark_Philippoussis,Arnold_Schwarzenegger,0
15.950211524963379,0.2551669,0.04351476,Mark_Philippoussis,Mike_Weir,0
19.857955932617188,0.32802618,0.12227613,Mark_Philippoussis,Mike_Weir,0
17.03050994873047,0.22976503,0.0036352128,Mark_Philippoussis,Bill_Gates,0
14.649011611938477,0.21571606,0.010526538,Mark_Philippoussis,Mahathir_Mohamad,0
24.261959075927734,0.31979325,0.11160597,Mark_Philippoussis,Mike_Weir,0
23.179012298583984,0.3444392,0.1464065,Venus_Williams,Serena_Williams,0
14.271717071533203,0.3005825,0.08384094,Venus_Williams,Serena_Williams,0
13.282609939575195,0.3311159,0.1674687,Venus_Williams,Serena_Williams,0
19.092601776123047,0.32438213,0.10565376,Venus_Williams,Serena_Williams,0
16.735244750976562,0.34248412,0.14470905,Venus_Williams,Serena_Williams,0
14.26143741607666,0.33420524,0.15153709,Venus_Williams,Serena_Williams,0
16.501522064208984,0.3272093,0.12155807,Venus_Williams,Serena_Williams,0
38.9752197265625,0.3924253,0.22174942,Venus_Williams,Serena_Williams,0
34.44767379760742,0.39800614,0.15823188,Venus_Williams,Serena_Williams,0
16.352293014526367,0.37042797,0.16096947,Venus_Williams,Serena_Williams,0
22.19708251953125,0.3302074,0.14487818,Venus_Williams,Serena_Williams,0
21.058788299560547,0.39159495,0.16014233,Venus_Williams,Serena_Williams,0
20.213253021240234,0.41208082,0.18456614,Venus_Williams,Serena_Williams,0
14.929292678833008,0.3422103,0.15833849,Venus_Williams,Serena_Williams,0
17.11023712158203,0.351291,0.16691959,Venus_Williams,Serena_Williams,0
22.958101272583008,0.38689125,0.2102764,Venus_Williams,Serena_Williams,0
20.255130767822266,0.26304442,0.00454247,Mohammad_Khatami,Hamid_Karzai,0
15.950300216674805,0.40478992,0.081100285,Mohammad_Khatami,Donald_Rumsfeld,0
17.378772735595703,0.24922451,0.02181834,Mohammad_Khatami,Edmund_Stoiber,0
22.33099365234375,0.28745908,0.030444592,Mohammad_Khatami,Hamid_Karzai,0
19.786884307861328,0.28199428,0.0199157,Mohammad_Khatami,Taha_Yassin_Ramadan,0
16.14522933959961,0.35986322,0.030081093,Mohammad_Khatami,Donald_Rumsfeld,0
22.22031021118164,0.39318946,0.029630214,Mohammad_Khatami,Donald_Rumsfeld,0
17.71365737915039,0.39998168,0.04329747,Mohammad_Khatami,Donald_Rumsfeld,0
14.507829666137695,0.20776957,0.0066320896,Condoleezza_Rice,Halle_Berry,0
30.501495361328125,0.22355694,0.012233973,Condoleezza_Rice,Halle_Berry,0
19.633895874023438,0.17201632,0.005597681,Condoleezza_Rice,Igor_Ivanov,0
13.788886070251465,0.20771797,0.0019780546,Condoleezza_Rice,Muhammad_Ali,0
16.180788040161133,0.24609743,0.038919166,Condoleezza_Rice,Colin_Powell,0
25.924602508544922,0.19945571,0.016747147,Condoleezza_Rice,Gloria_Macapagal_Arroyo,0
14.55223560333252,0.16888577,0.000867486,Condoleezza_Rice,Jacques_Chirac,0
30.76427459716797,0.2096327,0.018433392,Condoleezza_Rice,Jennifer_Capriati,0
14.86907958984375,0.22996867,0.01441209,Condoleezza_Rice,Colin_Powell,0
21.70035743713379,0.1978972,0.009252429,Condoleezza_Rice,Jennifer_Capriati,0
18.19145965576172,0.18294722,0.006139025,Condoleezza_Rice,Colin_Powell,0
15.105478286743164,0.22835645,0.019134462,Condoleezza_Rice,Colin_Powell,0
18.967578887939453,0.30895835,0.100755885,Taha_Yassin_Ramadan,Jean_Chretien,0
18.850631713867188,0.20146382,0.0034504533,Taha_Yassin_Ramadan,Jean_Chretien,0
24.139873504638672,0.22279373,0.026638806,Taha_Yassin_Ramadan,Jean_Chretien,0
20.529682159423828,0.30466712,0.07977569,Taha_Yassin_Ramadan,Jean_Chretien,0
23.042879104614258,0.21335556,0.008198649,Taha_Yassin_Ramadan,Jean_Chretien,0
23.035144805908203,0.20614731,0.0045680404,Taha_Yassin_Ramadan,Jean_Chretien,0
25.076576232910156,0.24561888,0.030865788,Taha_Yassin_Ramadan,Mahmoud_Abbas,0
16.4847469329834,0.27815285,0.05282937,Taha_Yassin_Ramadan,Jean_Chretien,0
16.908571243286133,0.19876102,0.0028776675,Taha_Yassin_Ramadan,Jean_Chretien,0
15.562870025634766,0.33059388,0.13753638,Taha_Yassin_Ramadan,Jean_Chretien,0
15.484170913696289,0.2260631,0.010903284,Taha_Yassin_Ramadan,Recep_Tayyip_Erdogan,0
15.675753593444824,0.22444664,0.0030207485,Taha_Yassin_Ramadan,Recep_Tayyip_Erdogan,0
18.79383087158203,0.27026176,0.0062945485,Richard_Myers,Colin_Powell,0
18.953773498535156,0.23861286,0.002822131,Richard_Myers,Gray_Davis,0
16.07951545715332,0.34607166,0.008779675,Richard_Myers,Bill_Clinton,0
14.987093925476074,0.23360841,0.0066301674,Richard_Myers,John_Ashcroft,0
13.70418930053711,0.27645993,0.038015872,Richard_Myers,Mahmoud_Abbas,0
24.486331939697266,0.23255518,0.003635332,Richard_Myers,Hu_Jintao,0
15.153083801269531,0.3189747,0.045117646,Richard_Myers,Colin_Powell,0
18.22650146484375,0.38431686,0.022422552,Richard_Myers,Bill_Clinton,0
