quality_score,det_score,best_similarity,margin,label
27.075550079345703,0.0,0.5740582,0.41327834,1
15.175558090209961,0.0,0.44381028,0.22727585,1
20.051986694335938,0.0,0.5058117,0.31584117,1
16.64642906188965,0.0,0.3737293,0.07526809,1
19.913543701171875,0.0,0.53730005,0.3529412,1
15.088590621948242,0.0,0.3341771,0.08285472,1
19.53980255126953,0.0,0.75820965,0.57855964,1
30.68170166015625,0.0,0.41314083,0.099914074,1
21.923715591430664,0.0,0.39978856,0.1168243,1
14.86233139038086,0.0,0.7151052,0.54339796,1
27.620189666748047,0.0,0.7836943,0.6248813,1
18.302284240722656,0.0,0.6780753,0.48691365,1
33.891448974609375,0.0,0.6868405,0.4147938,1
18.02718734741211,0.0,0.5698362,0.36313736,1
38.143150329589844,0.0,0.6309185,0.37642244,1
16.729001998901367,0.0,0.6826717,0.43298846,1
26.100629806518555,0.0,0.69456077,0.5071806,1
29.422237396240234,0.0,0.6019857,0.36567086,1
28.763671875,0.0,0.6478992,0.4195331,1
17.529878616333008,0.0,0.707022,0.5219925,1
27.594482421875,0.0,0.76172376,0.4971016,1
13.637426376342773,0.0,0.664157,0.4944151,1
42.541175842285156,0.0,0.78408873,0.5109433,1
23.248443603515625,0.0,0.64436704,0.44363445,1
21.490367889404297,0.0,0.6607424,0.37436652,1
20.340843200683594,0.0,0.6156136,0.33827874,1
14.84856128692627,0.0,0.63734657,0.35661224,1
21.71518325805664,0.0,0.7295383,0.45679697,1
23.055866241455078,0.0,0.6863612,0.38014516,1
21.922481536865234,0.0,0.6013912,0.3375094,1
37.08992004394531,0.0,0.6618577,0.35962385,1
37.12599182128906,0.0,0.7268878,0.43357274,1
16.366384506225586,0.0,0.4843289,0.22559163,1
16.39078140258789,0.0,0.57028276,0.29654855,1
14.028985977172852,0.0,0.5273673,0.2626087,1
23.092077255249023,0.0,0.4952412,0.24695651,1
17.341917037963867,0.0,0.49574038,0.20274022,1
14.896953582763672,0.0,0.5777488,0.29700792,1
18.898895263671875,0.0,0.43658954,0.16527921,1
15.302001953125,0.0,0.4746955,0.21179569,1
14.075935363769531,0.0,0.4465469,0.19836438,1
24.924402236938477,0.0,0.4890092,0.20013636,1
15.562572479248047,0.0,0.56849134,0.26894376,1
17.581554412841797,0.0,0.47550777,0.24205205,1
32.42283248901367,0.0,0.57039833,0.3443721,1
40.871917724609375,0.0,0.59735715,0.38452,1
32.66034698486328,0.0,0.574576,0.2981405,1
23.738391876220703,0.0,0.54407173,0.30726835,1
15.288080215454102,0.0,0.62363064,0.395267,1
20.940994262695312,0.0,0.5525761,0.28243864,1
20.044126510620117,0.0,0.6145404,0.40842092,1
16.72872543334961,0.0,0.5361962,0.26699534,1
15.235250473022461,0.0,0.5459862,0.33161536,1
22.2545223236084,0.0,0.6258069,0.39915597,1
23.53446388244629,0.0,0.5625463,0.27512425,1
18.089820861816406,0.0,0.58435166,0.37042075,1
15.020994186401367,0.0,0.461475,0.27211648,1
15.526503562927246,0.0,0.55242836,0.26488912,1
16.789695739746094,0.0,0.50439996,0.2846426,1
16.08522605895996,0.0,0.62108606,0.29514092,1
15.7880859375,0.0,0.5047332,0.23747426,1
13.392416000366211,0.0,0.53699255,0.23381704,1
20.440776824951172,0.0,0.66728115,0.33190635,1
23.15891456604004,0.0,0.5067856,0.2585166,1
27.735767364501953,0.0,0.64927083,0.41757795,1
23.564735412597656,0.0,0.44234318,0.20827395,1
16.599252700805664,0.0,0.6869587,0.44970182,1
15.875838279724121,0.0,0.43664294,0.1923487,1
21.842491149902344,0.0,0.6862139,0.48221835,1
23.69183349609375,0.0,0.6869744,0.4049561,1
25.347326278686523,0.0,0.59930503,0.30467743,1
19.619977951049805,0.0,0.45771742,0.1844028,1
32.097084045410156,0.0,0.6796928,0.40199324,1
14.084823608398438,0.0,0.41278866,0.18014868,1
16.31633758544922,0.0,0.59804726,0.29308867,1
31.984142303466797,0.0,0.66703475,0.41077405,1
14.882913589477539,0.0,0.3824095,0.1757135,1
24.935161590576172,0.0,0.5278765,0.2522846,1
15.511835098266602,0.0,0.64690727,0.42550042,1
16.081199645996094,0.0,0.63189185,0.41475752,1
24.038379669189453,0.0,0.52244717,0.23869434,1
14.891434669494629,0.0,0.36956853,0.16079025,1
15.545196533203125,0.0,0.49915385,0.23681647,1
19.02548599243164,0.0,0.6521596,0.4152487,1
15.863463401794434,0.0,0.46051994,0.22176668,1
14.409347534179688,0.0,0.68939716,0.5009291,1
20.40985870361328,0.0,0.53251326,0.28837636,1
17.951332092285156,0.0,0.50766677,0.23104209,1
14.821834564208984,0.0,0.43620947,0.22406441,1
17.397815704345703,0.0,0.5292606,0.2677115,1
14.27795696258545,0.0,0.3808537,0.16731285,1
19.270030975341797,0.0,0.5056878,0.26597685,1
15.532124519348145,0.0,0.5910102,0.3253448,1
12.476462364196777,0.0,0.5081048,0.23243612,1
15.244903564453125,0.0,0.6011688,0.3486097,1
14.757026672363281,0.0,0.49177372,0.21321133,1
20.841716766357422,0.0,0.53180397,0.21898183,1
26.237003326416016,0.0,0.5409588,0.25923985,1
18.217823028564453,0.0,0.5283481,0.24339324,1
23.003955841064453,0.0,0.6450372,0.39180964,1
14.756074905395508,0.0,0.67565274,0.3675986,1
25.613487243652344,0.0,0.7140212,0.4322043,1
26.549198150634766,0.0,0.7038932,0.46278292,1
25.713361740112305,0.0,0.7111019,0.4600993,1
16.646259307861328,0.0,0.7176328,0.47222072,1
14.455081939697266,0.0,0.7072122,0.49648896,1
19.383289337158203,0.0,0.7226941,0.46520412,1
24.91309928894043,0.0,0.73385966,0.49024704,1
36.68931198120117,0.0,0.70792294,0.43840587,1
18.580650329589844,0.0,0.67040867,0.38338506,1
32.016014099121094,0.0,0.7800176,0.5076421,1
18.917123794555664,0.0,0.73858136,0.4933413,1
16.26137924194336,0.0,0.7563997,0.4790462,1
21.061893463134766,0.0,0.7708236,0.5166321,1
34.15522766113281,0.0,0.7830453,0.51861966,1
17.420833587646484,0.0,0.69019264,0.44239432,1
18.350383758544922,0.0,0.76231706,0.496394,1
13.697604179382324,0.0,0.67677426,0.40811372,1
19.010713577270508,0.0,0.75487065,0.51951766,1
20.63132095336914,0.0,0.7918163,0.5422815,1
17.779850006103516,0.0,0.5095589,0.280833,1
17.321535110473633,0.0,0.65230095,0.3857612,1
16.280031204223633,0.0,0.55788374,0.33623752,1
13.81557846069336,0.0,0.5705031,0.31627417,1
25.24552345275879,0.0,0.65223527,0.39335108,1
13.813177108764648,0.0,0.5043587,0.25413907,1
19.741355895996094,0.0,0.6521112,0.42810875,1
20.051204681396484,0.0,0.591631,0.35347748,1
15.58653450012207,0.0,0.59608364,0.356576,1
21.05070686340332,0.0,0.56318253,0.3357789,1
17.439830780029297,0.0,0.643247,0.41017646,1
15.440770149230957,0.0,0.55194676,0.3381785,1
15.106551170349121,0.0,0.62526953,0.3725592,1
20.793651580810547,0.0,0.6369618,0.37804872,1
17.58304214477539,0.0,0.616609,0.36003762,1
15.519021034240723,0.0,0.6035477,0.34923255,1
18.716230392456055,0.0,0.597819,0.3432115,1
18.894210815429688,0.0,0.5859684,0.36047685,1
16.303443908691406,0.0,0.55281365,0.29690635,1
17.296852111816406,0.0,0.5675659,0.2988679,1
15.8842191696167,0.0,0.5930294,0.35447344,1
13.235271453857422,0.0,0.60018814,0.3902486,1
14.729313850402832,0.0,0.51046795,0.2635007,1
26.94591522216797,0.0,0.57484996,0.32179,1
21.028629302978516,0.0,0.60781693,0.3749116,1
20.927873611450195,0.0,0.62584895,0.3728763,1
13.434886932373047,0.0,0.509258,0.24065706,1
22.258190155029297,0.0,0.6117738,0.38973743,1
18.31377410888672,0.0,0.6014732,0.3331145,1
20.077863693237305,0.0,0.36258903,0.11415821,1
15.679853439331055,0.0,0.5840342,0.35827827,1
14.811095237731934,0.0,0.5410969,0.20697293,1
17.406856536865234,0.0,0.5842043,0.3342351,1
15.376953125,0.0,0.53966784,0.32051665,1
15.954324722290039,0.0,0.52603567,0.3032446,1
15.950211524963379,0.0,0.38934633,0.13417944,1
19.857955932617188,0.0,0.60687476,0.2788486,1
17.03050994873047,0.0,0.32074472,0.090979695,1
14.649011611938477,0.0,0.32760674,0.11189067,1
24.261959075927734,0.0,0.6087365,0.28894326,1
23.179012298583984,0.0,0.7523931,0.40795392,1
14.271717071533203,0.0,0.6885197,0.38793722,1
13.282609939575195,0.0,0.69938046,0.36826456,1
19.092601776123047,0.0,0.66968787,0.34530574,1
16.735244750976562,0.0,0.7122302,0.3697461,1
14.26143741607666,0.0,0.6721725,0.33796725,1
16.501522064208984,0.0,0.74192864,0.41471934,1
38.9752197265625,0.0,0.7479516,0.35552633,1
34.44767379760742,0.0,0.603734,0.20572788,1
16.352293014526367,0.0,0.5693836,0.19895566,1
22.19708251953125,0.0,0.68248785,0.35228044,1
21.058788299560547,0.0,0.60932636,0.21773142,1
20.213253021240234,0.0,0.596794,0.18471318,1
14.929292678833008,0.0,0.73749506,0.39528477,1
17.11023712158203,0.0,0.68124485,0.32995385,1
22.958101272583008,0.0,0.73603415,0.3491429,1
20.255130767822266,0.0,0.32402876,0.060984343,1
15.950300216674805,0.0,0.40478992,0.081100285,0
17.378772735595703,0.0,0.35061088,0.10138637,1
22.33099365234375,0.0,0.32674968,0.039290607,1
19.786884307861328,0.0,0.28199428,0.003371954,0
16.14522933959961,0.0,0.35986322,0.030081093,0
22.22031021118164,0.0,0.39318946,0.029630214,0
17.71365737915039,0.0,0.39998168,0.04329747,0
14.507829666137695,0.0,0.63629293,0.42852336,1
30.501495361328125,0.0,0.6507612,0.42720425,1
19.633895874023438,0.0,0.6449644,0.47294807,1
13.788886070251465,0.0,0.7356509,0.52793294,1
16.180788040161133,0.0,0.8126514,0.56655395,1
25.924602508544922,0.0,0.64808637,0.44863066,1
14.55223560333252,0.0,0.5944027,0.4255169,1
30.76427459716797,0.0,0.69890916,0.48927647,1
14.86907958984375,0.0,0.7444395,0.5144708,1
21.70035743713379,0.0,0.6958719,0.4979747,1
18.19145965576172,0.0,0.6316257,0.4486785,1
15.105478286743164,0.0,0.7899724,0.56161594,1
18.967578887939453,0.0,0.62017065,0.3112123,1
18.850631713867188,0.0,0.70987046,0.50840664,1
24.139873504638672,0.0,0.70676905,0.48397532,1
20.529682159423828,0.0,0.640805,0.3361379,1
23.042879104614258,0.0,0.760828,0.5474725,1
23.035144805908203,0.0,0.71195865,0.50581133,1
25.076576232910156,0.0,0.67787063,0.43225175,1
16.4847469329834,0.0,0.58354294,0.3053901,1
16.908571243286133,0.0,0.76255774,0.56379676,1
15.562870025634766,0.0,0.60184073,0.27124685,1
15.484170913696289,0.0,0.70059437,0.47453126,1
15.675753593444824,0.0,0.7431724,0.51872575,1
18.79383087158203,0.0,0.67372054,0.40345877,1
18.953773498535156,0.0,0.64997536,0.4113625,1
16.07951545715332,0.0,0.6351097,0.28903806,1
14.987093925476074,0.0,0.6916244,0.45801598,1
13.70418930053711,0.0,0.6577817,0.3813218,1
24.486331939697266,0.0,0.7465886,0.51403344,1
15.153083801269531,0.0,0.6189557,0.29998097,1
18.22650146484375,0.0,0.60329795,0.21898109,1
22.810333251953125,0.0,0.696858,0.4415946,1
18.610794067382812,0.0,0.72890556,0.5106641,1
21.573183059692383,0.0,0.6994747,0.49435976,1
16.754032135009766,0.0,0.6832182,0.43090004,1
20.614418029785156,0.0,0.70474625,0.39394504,1
14.301637649536133,0.0,0.51010793,0.12047577,1
18.070438385009766,0.0,0.6987806,0.42230374,1
16.354551315307617,0.0,0.57493544,0.14748842,1
30.93602752685547,0.0,0.5900604,0.20110467,1
15.013736724853516,0.0,0.55476636,0.34406617,1
12.855887413024902,0.0,0.52193594,0.30592242,1
21.20843505859375,0.0,0.57454586,0.17898637,1
17.83900260925293,0.0,0.58454347,0.21997032,1
12.895706176757812,0.0,0.5277697,0.21441197,1
37.07963562011719,0.0,0.70377016,0.47652552,1
17.070175170898438,0.0,0.63349426,0.36971676,1
13.929448127746582,0.0,0.6917435,0.4485989,1
20.793270111083984,0.0,0.7302904,0.49820083,1
