split,subset,identity,image_name,image_path,det_score
train,gallery,Salma_Hayek,Salma_Hayek_0012.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Salma_Hayek/Salma_Hayek_0012.jpg,0.9975564479827881
train,gallery,Salma_Hayek,Salma_Hayek_0006.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Salma_Hayek/Salma_Hayek_0006.jpg,0.9997873902320862
train,gallery,Salma_Hayek,Salma_Hayek_0013.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Salma_Hayek/Salma_Hayek_0013.jpg,0.9993845224380493
train,gallery,Salma_Hayek,Salma_Hayek_0011.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Salma_Hayek/Salma_Hayek_0011.jpg,0.9992752075195312
train,gallery,Salma_Hayek,Salma_Hayek_0010.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Salma_Hayek/Salma_Hayek_0010.jpg,0.9994981288909912
train,gallery,Salma_Hayek,Salma_Hayek_0004.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Salma_Hayek/Salma_Hayek_0004.jpg,0.9995018243789673
train,gallery,Salma_Hayek,Salma_Hayek_0001.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Salma_Hayek/Salma_Hayek_0001.jpg,0.9994921088218689
train,gallery,Salma_Hayek,Salma_Hayek_0003.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Salma_Hayek/Salma_Hayek_0003.jpg,0.9989932179450989
train,gallery,Salma_Hayek,Salma_Hayek_0002.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Salma_Hayek/Salma_Hayek_0002.jpg,0.9992800951004028
train,gallery,Salma_Hayek,Salma_Hayek_0008.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Salma_Hayek/Salma_Hayek_0008.jpg,0.9993870258331299
train,gallery,Queen_Elizabeth_II,Queen_Elizabeth_II_0009.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Queen_Elizabeth_II/Queen_Elizabeth_II_0009.jpg,0.9993063807487488
train,gallery,Queen_Elizabeth_II,Queen_Elizabeth_II_0008.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Queen_Elizabeth_II/Queen_Elizabeth_II_0008.jpg,0.9984877109527588
train,gallery,Queen_Elizabeth_II,Queen_Elizabeth_II_0006.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Queen_Elizabeth_II/Queen_Elizabeth_II_0006.jpg,0.9984266757965088
train,gallery,Queen_Elizabeth_II,Queen_Elizabeth_II_0007.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Queen_Elizabeth_II/Queen_Elizabeth_II_0007.jpg,0.9991135001182556
train,gallery,Queen_Elizabeth_II,Queen_Elizabeth_II_0013.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Queen_Elizabeth_II/Queen_Elizabeth_II_0013.jpg,0.9988503456115723
train,gallery,Queen_Elizabeth_II,Queen_Elizabeth_II_0005.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Queen_Elizabeth_II/Queen_Elizabeth_II_0005.jpg,0.9989920258522034
train,gallery,Queen_Elizabeth_II,Queen_Elizabeth_II_0010.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Queen_Elizabeth_II/Queen_Elizabeth_II_0010.jpg,0.9988579154014587
train,gallery,Queen_Elizabeth_II,Queen_Elizabeth_II_0001.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Queen_Elizabeth_II/Queen_Elizabeth_II_0001.jpg,0.9991640448570251
train,gallery,Queen_Elizabeth_II,Queen_Elizabeth_II_0003.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Queen_Elizabeth_II/Queen_Elizabeth_II_0003.jpg,0.9993636012077332
train,gallery,Queen_Elizabeth_II,Queen_Elizabeth_II_0002.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Queen_Elizabeth_II/Queen_Elizabeth_II_0002.jpg,0.9993501305580139
train,gallery,Jacques_Rogge,Jacques_Rogge_0008.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Jacques_Rogge/Jacques_Rogge_0008.jpg,0.9994240403175354
train,gallery,Jacques_Rogge,Jacques_Rogge_0009.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Jacques_Rogge/Jacques_Rogge_0009.jpg,0.9989832043647766
train,gallery,Jacques_Rogge,Jacques_Rogge_0001.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Jacques_Rogge/Jacques_Rogge_0001.jpg,0.9988319873809814
train,gallery,Jacques_Rogge,Jacques_Rogge_0003.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Jacques_Rogge/Jacques_Rogge_0003.jpg,0.9988556504249573
train,gallery,Jacques_Rogge,Jacques_Rogge_0007.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Jacques_Rogge/Jacques_Rogge_0007.jpg,0.999259352684021
train,gallery,Jacques_Rogge,Jacques_Rogge_0006.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Jacques_Rogge/Jacques_Rogge_0006.jpg,0.999127209186554
train,gallery,Jacques_Rogge,Jacques_Rogge_0010.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Jacques_Rogge/Jacques_Rogge_0010.jpg,0.9988293647766113
train,gallery,Jacques_Rogge,Jacques_Rogge_0004.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Jacques_Rogge/Jacques_Rogge_0004.jpg,0.9991050362586975
train,gallery,Andy_Roddick,Andy_Roddick_0004.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Andy_Roddick/Andy_Roddick_0004.jpg,0.9991697669029236
train,gallery,Andy_Roddick,Andy_Roddick_0010.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Andy_Roddick/Andy_Roddick_0010.jpg,0.999680757522583
train,gallery,Andy_Roddick,Andy_Roddick_0011.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Andy_Roddick/Andy_Roddick_0011.jpg,0.9996529221534729
train,gallery,Andy_Roddick,Andy_Roddick_0005.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Andy_Roddick/Andy_Roddick_0005.jpg,0.9997509717941284
train,gallery,Andy_Roddick,Andy_Roddick_0013.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Andy_Roddick/Andy_Roddick_0013.jpg,0.9991997480392456
train,gallery,Andy_Roddick,Andy_Roddick_0007.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Andy_Roddick/Andy_Roddick_0007.jpg,0.9996993541717529
train,gallery,Andy_Roddick,Andy_Roddick_0006.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Andy_Roddick/Andy_Roddick_0006.jpg,0.9991540908813477
train,gallery,Andy_Roddick,Andy_Roddick_0012.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Andy_Roddick/Andy_Roddick_0012.jpg,0.9995408654212952
train,gallery,Andy_Roddick,Andy_Roddick_0002.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Andy_Roddick/Andy_Roddick_0002.jpg,0.9997249245643616
train,gallery,Andy_Roddick,Andy_Roddick_0003.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Andy_Roddick/Andy_Roddick_0003.jpg,0.9998170137405396
train,gallery,Andy_Roddick,Andy_Roddick_0015.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Andy_Roddick/Andy_Roddick_0015.jpg,0.9998750686645508
train,gallery,Andy_Roddick,Andy_Roddick_0008.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Andy_Roddick/Andy_Roddick_0008.jpg,0.9995709657669067
train,gallery,John_Paul_II,John_Paul_II_0003.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/John_Paul_II/John_Paul_II_0003.jpg,0.9993699193000793
train,gallery,John_Paul_II,John_Paul_II_0001.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/John_Paul_II/John_Paul_II_0001.jpg,0.9993723034858704
train,gallery,John_Paul_II,John_Paul_II_0004.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/John_Paul_II/John_Paul_II_0004.jpg,0.9967535734176636
train,gallery,John_Paul_II,John_Paul_II_0010.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/John_Paul_II/John_Paul_II_0010.jpg,0.9992095232009888
train,gallery,John_Paul_II,John_Paul_II_0006.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/John_Paul_II/John_Paul_II_0006.jpg,0.9993093609809875
train,gallery,John_Paul_II,John_Paul_II_0007.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/John_Paul_II/John_Paul_II_0007.jpg,0.9991099238395691
train,gallery,John_Paul_II,John_Paul_II_0009.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/John_Paul_II/John_Paul_II_0009.jpg,0.9994598627090454
train,gallery,John_Paul_II,John_Paul_II_0008.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/John_Paul_II/John_Paul_II_0008.jpg,0.9996019005775452
train,gallery,Tom_Hanks,Tom_Hanks_0009.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Tom_Hanks/Tom_Hanks_0009.jpg,0.9992170333862305
train,gallery,Tom_Hanks,Tom_Hanks_0008.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Tom_Hanks/Tom_Hanks_0008.jpg,0.9983986616134644
train,gallery,Tom_Hanks,Tom_Hanks_0001.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Tom_Hanks/Tom_Hanks_0001.jpg,0.9992057085037231
train,gallery,Tom_Hanks,Tom_Hanks_0003.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Tom_Hanks/Tom_Hanks_0003.jpg,0.9990586638450623
train,gallery,Tom_Hanks,Tom_Hanks_0006.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Tom_Hanks/Tom_Hanks_0006.jpg,0.9984601736068726
train,gallery,Tom_Hanks,Tom_Hanks_0007.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Tom_Hanks/Tom_Hanks_0007.jpg,0.9991904497146606
train,gallery,Tom_Hanks,Tom_Hanks_0004.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Tom_Hanks/Tom_Hanks_0004.jpg,0.9992709159851074
train,gallery,Tom_Hanks,Tom_Hanks_0010.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Tom_Hanks/Tom_Hanks_0010.jpg,0.9993450045585632
train,gallery,Dick_Cheney,Dick_Cheney_0009.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Dick_Cheney/Dick_Cheney_0009.jpg,0.9984705448150635
train,gallery,Dick_Cheney,Dick_Cheney_0008.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Dick_Cheney/Dick_Cheney_0008.jpg,0.9991310834884644
train,gallery,Dick_Cheney,Dick_Cheney_0005.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Dick_Cheney/Dick_Cheney_0005.jpg,0.9993195533752441
train,gallery,Dick_Cheney,Dick_Cheney_0011.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Dick_Cheney/Dick_Cheney_0011.jpg,0.9993730187416077
train,gallery,Dick_Cheney,Dick_Cheney_0004.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Dick_Cheney/Dick_Cheney_0004.jpg,0.9994948506355286
train,gallery,Dick_Cheney,Dick_Cheney_0012.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Dick_Cheney/Dick_Cheney_0012.jpg,0.999193549156189
train,gallery,Dick_Cheney,Dick_Cheney_0006.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Dick_Cheney/Dick_Cheney_0006.jpg,0.999358594417572
train,gallery,Dick_Cheney,Dick_Cheney_0013.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Dick_Cheney/Dick_Cheney_0013.jpg,0.9990212917327881
train,gallery,Dick_Cheney,Dick_Cheney_0003.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Dick_Cheney/Dick_Cheney_0003.jpg,0.9989292025566101
train,gallery,Dick_Cheney,Dick_Cheney_0002.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Dick_Cheney/Dick_Cheney_0002.jpg,0.9991493225097656
train,gallery,Dick_Cheney,Dick_Cheney_0014.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Dick_Cheney/Dick_Cheney_0014.jpg,0.9992508292198181
train,gallery,Fidel_Castro,Fidel_Castro_0015.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Fidel_Castro/Fidel_Castro_0015.jpg,0.9990589022636414
train,gallery,Fidel_Castro,Fidel_Castro_0017.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Fidel_Castro/Fidel_Castro_0017.jpg,0.9995797872543335
train,gallery,Fidel_Castro,Fidel_Castro_0003.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Fidel_Castro/Fidel_Castro_0003.jpg,0.9985853433609009
train,gallery,Fidel_Castro,Fidel_Castro_0002.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Fidel_Castro/Fidel_Castro_0002.jpg,0.999239981174469
train,gallery,Fidel_Castro,Fidel_Castro_0016.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Fidel_Castro/Fidel_Castro_0016.jpg,0.9995659589767456
train,gallery,Fidel_Castro,Fidel_Castro_0012.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Fidel_Castro/Fidel_Castro_0012.jpg,0.998166561126709
train,gallery,Fidel_Castro,Fidel_Castro_0007.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Fidel_Castro/Fidel_Castro_0007.jpg,0.9994775652885437
train,gallery,Fidel_Castro,Fidel_Castro_0013.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Fidel_Castro/Fidel_Castro_0013.jpg,0.998059093952179
train,gallery,Fidel_Castro,Fidel_Castro_0005.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Fidel_Castro/Fidel_Castro_0005.jpg,0.9988641142845154
train,gallery,Fidel_Castro,Fidel_Castro_0011.jpg,/Users/admin/Desktop/reliable_rejection_under_degradation/verification_svm_faceDetectionScore/dataset_split/train/gallery_cropped/Fidel_Castro/Fidel_Castro_0011.jpg,0.9984291195869446
