quality_score,best_similarity,margin,label,true_identity,predicted_identity
16.74109649658203,0.1617462,0.005310759,0,Zendaya,Anne_Hathaway
16.864063262939453,0.26309398,0.07538481,1,Elon_Musk,Elon_Musk
17.98753547668457,0.19221333,0.043635726,0,Zac_Efron,Brenton_Thwaites
17.425954818725586,0.12753089,0.00064115226,0,Krysten_Ritter,Robert_Downey_Jr
26.320619583129883,0.39134777,0.017645568,0,Chris_Evans,Jeff_Bezos
24.70846176147461,0.24269024,0.08554201,1,Zoe_Saldana,Zoe_Saldana
16.366748809814453,0.17636722,0.002107665,0,Barbara_Palvin,Millie_Bobby_Brown
22.763534545898438,0.1660839,0.018621385,0,Cristiano_Ronaldo,Jeff_Bezos
19.49774169921875,0.13443509,0.025021896,0,Anne_Hathaway,Emma_Stone
16.190448760986328,0.18615332,0.01811023,0,Madelaine_Petsch,Margot_Robbie
16.273929595947266,0.1750876,0.02540356,0,Josh_Radnor,Leonardo_DiCaprio
25.794971466064453,0.20290959,0.055668965,1,Barack_Obama,Barack_Obama
18.708341598510742,0.25514257,0.02784203,0,Robert_De_Niro,Emma_Stone
19.57925796508789,0.15089941,0.0030532628,0,Nadia_Hilker,Grant_Gustin
18.646364212036133,0.22101249,0.04696758,0,Tom_Holland,Jeff_Bezos
16.97800636291504,0.24023904,0.018353194,0,Tom_Ellis,Pedro_Alonso
15.691751480102539,0.14991751,0.013666615,0,Natalie_Portman,Shakira
14.55040454864502,0.16014048,0.043531813,0,Jeff_Bezos,Zac_Efron
18.10047149658203,0.22012016,0.05406998,1,Alycia_Dabnem_Carey,Alycia_Dabnem_Carey
19.652576446533203,0.22746843,0.008804351,0,Mark_Zuckerberg,Emma_Stone
17.10979652404785,0.3226643,0.043240607,0,Tom_Hardy,Emma_Stone
19.370574951171875,0.1649789,0.018555894,0,Ben_Affleck,Lionel_Messi
16.682201385498047,0.18243295,0.00893867,1,Stephen_Amell,Stephen_Amell
17.13568115234375,0.23234029,0.051209345,0,Natalie_Dormer,Lili_Reinhart
22.21678924560547,0.20580775,0.02744995,0,Megan_Fox,Margot_Robbie
15.76484489440918,0.2954569,0.10901286,1,Neil_Patrick_Harris,Neil_Patrick_Harris
22.717456817626953,0.314174,0.11819002,0,Avril_Lavigne,Gwyneth_Paltrow
15.440489768981934,0.19056822,0.0008865148,0,Rebecca_Ferguson,Rami_Malek
17.426982879638672,0.23488179,0.039137572,0,Shakira,Jeff_Bezos
15.874397277832031,0.15618885,0.011939615,0,Melissa_Fumero,Chris_Evans
19.269886016845703,0.17654687,0.04003331,0,Gal_Gadot,Chris_Evans
17.84020233154297,0.3256394,0.0033978522,0,Selena_Gomez,Chris_Evans
15.13111686706543,0.19082132,0.0057845116,0,Morena_Baccarin,Jessica_Barden
18.449222564697266,0.22811261,0.03847742,1,Tom_Cruise,Tom_Cruise
19.358394622802734,0.18951753,0.02764684,0,Adriana_Lima,Jessica_Barden
23.808990478515625,0.30805892,0.16004568,1,Tom_Hiddleston,Tom_Hiddleston
19.682960510253906,0.2559357,0.074456185,0,Jessica_Barden,Jeff_Bezos
