quality_score,best_similarity,margin,label,true_identity,gallery_identity
19.358394622802734,0.07992493,-0.109592594,1,Adriana_Lima,Adriana_Lima
19.358394622802734,0.18951753,0.02764684,0,Adriana_Lima,Jessica_Barden
19.542381286621094,0.03378833,-0.20196599,1,Alexandra_Daddario,Alexandra_Daddario
19.542381286621094,0.23575433,0.056042537,0,Alexandra_Daddario,Emma_Stone
18.00324249267578,0.24012914,0.07067379,1,Alvaro_Morte,Alvaro_Morte
18.00324249267578,0.16945535,0.046849817,0,Alvaro_Morte,Chris_Hemsworth
18.10047149658203,0.22012016,0.05406998,1,Alycia_Dabnem_Carey,Alycia_Dabnem_Carey
18.10047149658203,0.16605018,0.0029245466,0,Alycia_Dabnem_Carey,Jessica_Barden
18.460235595703125,0.07620554,-0.11164729,1,Amanda_Crew,Amanda_Crew
18.460235595703125,0.18785283,0.0264678,0,Amanda_Crew,Marie_Avgeropoulos
18.76217269897461,0.016032733,-0.11594152,1,Amber_Heard,Amber_Heard
18.76217269897461,0.13197425,0.003580749,0,Amber_Heard,Margot_Robbie
21.620847702026367,0.096787825,-0.11497961,1,Andy_Samberg,Andy_Samberg
21.620847702026367,0.21176744,0.033781707,0,Andy_Samberg,Grant_Gustin
19.49774169921875,0.06649768,-0.067937404,1,Anne_Hathaway,Anne_Hathaway
19.49774169921875,0.13443509,0.025021896,0,Anne_Hathaway,Emma_Stone
15.449289321899414,0.012826841,-0.3408569,1,Anthony_Mackie,Anthony_Mackie
15.449289321899414,0.35368374,0.12982872,0,Anthony_Mackie,Chris_Evans
22.717456817626953,0.13499,-0.17918399,1,Avril_Lavigne,Avril_Lavigne
22.717456817626953,0.314174,0.11819002,0,Avril_Lavigne,Gwyneth_Paltrow
25.794971466064453,0.20290959,0.055668965,1,Barack_Obama,Barack_Obama
25.794971466064453,0.14724062,0.0044677556,0,Barack_Obama,Rihanna
16.366748809814453,0.13508782,-0.041279405,1,Barbara_Palvin,Barbara_Palvin
16.366748809814453,0.17636722,0.002107665,0,Barbara_Palvin,Millie_Bobby_Brown
19.370574951171875,0.082077906,-0.082901,1,Ben_Affleck,Ben_Affleck
19.370574951171875,0.1649789,0.018555894,0,Ben_Affleck,Lionel_Messi
18.89068603515625,0.03028572,-0.66440976,1,Bill_Gates,Bill_Gates
18.89068603515625,0.6946955,0.16280997,0,Bill_Gates,Emma_Stone
20.22272491455078,0.026388686,-0.1464544,1,Brenton_Thwaites,Brenton_Thwaites
20.22272491455078,0.17284308,0.00458315,0,Brenton_Thwaites,Chris_Evans
17.346284866333008,-0.006238468,-0.18936908,1,Brie_Larson,Brie_Larson
17.346284866333008,0.18313062,0.03214833,0,Brie_Larson,Millie_Bobby_Brown
18.390918731689453,0.0646929,-0.112958804,1,Camila_Mendes,Camila_Mendes
18.390918731689453,0.1776517,0.004839629,0,Camila_Mendes,Emma_Stone
26.320619583129883,0.3120405,-0.07930726,1,Chris_Evans,Chris_Evans
26.320619583129883,0.39134777,0.017645568,0,Chris_Evans,Jeff_Bezos
