quality_score,best_similarity,margin,label,true_identity,gallery_identity
17.637470245361328,0.5501079,0.3741486,1,Alice_Krige,Alice_Krige
17.637470245361328,0.17595929,0.0056565255,0,Alice_Krige,Joshua_Jackson
19.537975311279297,0.35192367,0.18749791,1,Alyssa_Milano,Alyssa_Milano
19.537975311279297,0.16442576,0.022867218,0,Alyssa_Milano,Gates_McFadden
22.501440048217773,0.7514665,0.61804044,1,Amaury_Nolasco,Amaury_Nolasco
22.501440048217773,0.13342604,0.010586143,0,Amaury_Nolasco,Cam_Gigandet
25.065776824951172,0.4720142,0.30462345,1,Amy_Davidson,Amy_Davidson
25.065776824951172,0.16739073,0.053373665,0,Amy_Davidson,Heather_Locklear
24.46965789794922,0.08845475,-0.015602902,1,Antonio_Banderas,Antonio_Banderas
24.46965789794922,0.104057655,0.007065356,0,Antonio_Banderas,Jake_Gyllenhaal
24.238595962524414,0.5502608,0.36802983,1,Ashley_Benson,Ashley_Benson
24.238595962524414,0.18223095,0.004842505,0,Ashley_Benson,Melissa_Archer
17.811481475830078,-0.027753005,-0.16673319,1,Ashley_Johnson,Ashley_Johnson
17.811481475830078,0.13898018,0.002572745,0,Ashley_Johnson,Ray_Stevenson
20.3583927154541,0.32598084,0.15650854,1,Billy_Bob_Thornton,Billy_Bob_Thornton
20.3583927154541,0.1694723,0.01973486,0,Billy_Bob_Thornton,Carolyn_Hennesy
20.573413848876953,0.28392324,0.06983057,1,Bobbie_Eakes,Bobbie_Eakes
20.573413848876953,0.21409267,0.061212942,0,Bobbie_Eakes,Sally_Field
21.30160903930664,0.45723087,0.26164854,1,Brad_Garrett,Brad_Garrett
21.30160903930664,0.19558233,0.020597607,0,Brad_Garrett,Ray_Stevenson
18.746368408203125,0.39706194,0.26962382,1,Cam_Gigandet,Cam_Gigandet
18.746368408203125,0.12743814,0.014183857,0,Cam_Gigandet,George_Clooney
25.501562118530273,0.18511063,-0.0040374696,1,Candice_Bergen,Candice_Bergen
25.501562118530273,0.1891481,0.04744397,0,Candice_Bergen,Jennie_Garth
19.372337341308594,0.25124782,0.085785806,1,Carolyn_Hennesy,Carolyn_Hennesy
19.372337341308594,0.16546202,0.056342527,0,Carolyn_Hennesy,Mayim_Bialik
17.784276962280273,0.5092449,0.33448327,1,Cary_Elwes,Cary_Elwes
17.784276962280273,0.17476165,0.011624932,0,Cary_Elwes,Paul_Bettany
26.945877075195312,0.283709,0.11457525,1,Cathy_Lee_Crosby,Cathy_Lee_Crosby
26.945877075195312,0.16913374,0.02187924,0,Cathy_Lee_Crosby,Jamie_Lee_Curtis
19.79974937438965,0.53801686,0.35007185,1,Cheryl_Hines,Cheryl_Hines
19.79974937438965,0.187945,0.07674088,0,Cheryl_Hines,Ed_Harris
19.460308074951172,0.495392,0.35395145,1,Christian_Slater,Christian_Slater
19.460308074951172,0.14144054,0.0011536032,0,Christian_Slater,Billy_Bob_Thornton
18.73427963256836,0.35447794,0.19607505,1,Christina_Bennett_Lind,Christina_Bennett_Lind
18.73427963256836,0.15840289,0.016047776,0,Christina_Bennett_Lind,Jamie_Luner
21.466161727905273,0.1707564,0.0076654404,1,Chyler_Leigh,Chyler_Leigh
21.466161727905273,0.16309096,0.03968671,0,Chyler_Leigh,Kassie_DePaiva
19.352428436279297,0.35369003,0.19881997,1,Crystal_Chappell,Crystal_Chappell
19.352428436279297,0.15487006,0.023316994,0,Crystal_Chappell,Chyler_Leigh
17.709890365600586,0.37540212,0.23707035,1,David_Wenham,David_Wenham
17.709890365600586,0.13833177,0.0036645234,0,David_Wenham,Bobbie_Eakes
20.037851333618164,0.5716922,0.41298726,1,Dean_Cain,Dean_Cain
20.037851333618164,0.15870497,0.016597614,0,Dean_Cain,Ed_Harris
22.367351531982422,0.2998043,0.10332978,1,Drea_de_Matteo,Drea_de_Matteo
22.367351531982422,0.19647452,0.010856569,0,Drea_de_Matteo,Jon_Voight
22.73027992248535,0.375601,0.25622076,1,Dustin_Hoffman,Dustin_Hoffman
22.73027992248535,0.11938022,0.0096615255,0,Dustin_Hoffman,Steve_Carell
21.22793197631836,0.55950284,0.40130508,1,Ed_Harris,Ed_Harris
21.22793197631836,0.15819776,0.0044525415,0,Ed_Harris,Oliver_Platt
26.918848037719727,0.38130563,0.22801292,1,Edie_Falco,Edie_Falco
26.918848037719727,0.15329272,0.007336557,0,Edie_Falco,James_Frain
18.28866958618164,0.33751574,0.09424108,1,Eileen_Davidson,Eileen_Davidson
18.28866958618164,0.24327466,0.05738391,0,Eileen_Davidson,Linda_Evans
19.790748596191406,0.20096931,0.0069487393,1,Eliza_Coupe,Eliza_Coupe
19.790748596191406,0.19402057,0.011671379,0,Eliza_Coupe,Jennie_Garth
20.231948852539062,0.29944426,0.14886132,1,Farrah_Fawcett,Farrah_Fawcett
20.231948852539062,0.15058294,0.030788064,0,Farrah_Fawcett,Eileen_Davidson
18.244007110595703,0.19491519,-0.058077022,1,Freddy_Prinze_Jr.,Freddy_Prinze_Jr.
18.244007110595703,0.2529922,0.14095207,0,Freddy_Prinze_Jr.,Rupert_Grint
24.31393051147461,0.51443046,0.31003943,1,Gates_McFadden,Gates_McFadden
24.31393051147461,0.20439103,0.018291414,0,Gates_McFadden,Kellie_Martin
19.390785217285156,0.44213152,0.2920394,1,George_Clooney,George_Clooney
